,Instrument,Date,Total Return,Company Market Cap,Price Close
0,KO,2000-01-31T00:00:00Z,-1.39484978546901,141869508817.062,28.71875
1,KO,2000-02-29T00:00:00Z,-15.3427638736051,120222910668.125,24.3125
2,KO,2000-03-31T00:00:00Z,-3.09535071435059,116050650272.187,23.46875
3,KO,2000-04-28T00:00:00Z,0.665778960287588,116948122562.25,23.625
4,KO,2000-05-31T00:00:00Z,12.9629629618798,132108064375.875,26.6875
5,KO,2000-06-30T00:00:00Z,7.95398428121581,142163127823.687,28.71875
6,KO,2000-07-31T00:00:00Z,6.74646354743962,151865809674.187,30.65625
7,KO,2000-08-31T00:00:00Z,-14.1373618749562,130395990595.181,26.322265
8,KO,2000-09-29T00:00:00Z,5.05080014968013,136539902275.875,27.5625
9,KO,2000-10-31T00:00:00Z,9.52380952488738,149717305612.875,30.1875
10,KO,2000-11-30T00:00:00Z,4.01054776052709,155296832530.125,31.3125
11,KO,2000-12-29T00:00:00Z,-2.69461077815422,151112187342.187,30.46875
12,KO,2001-01-31T00:00:00Z,-4.82051282076862,143827804978.0,29.0
13,KO,2001-02-28T00:00:00Z,-8.56896551578823,131887547291.96,26.515
14,KO,2001-03-30T00:00:00Z,-14.5262217308349,112314569785.12,22.58
15,KO,2001-04-30T00:00:00Z,2.28077945074854,114891636466.5,23.095
16,KO,2001-05-31T00:00:00Z,2.61961463416207,117901354590.0,23.7
17,KO,2001-06-29T00:00:00Z,-4.69058432148178,111931665750.0,22.5
18,KO,2001-07-31T00:00:00Z,-0.88888889104477,110946796050.4,22.3
19,KO,2001-08-31T00:00:00Z,9.12556053626346,121071313089.08,24.335
20,KO,2001-09-28T00:00:00Z,-3.73946989986561,116543887779.4,23.425
21,KO,2001-10-31T00:00:00Z,2.19850586745138,119066677929.36,23.94
22,KO,2001-11-30T00:00:00Z,-1.54384177901869,116778847025.12,23.48
23,KO,2001-12-31T00:00:00Z,0.40459965957389,117251333842.3,23.575
24,KO,2002-01-31T00:00:00Z,-7.21102863298123,108796306587.5,21.875
25,KO,2002-02-28T00:00:00Z,8.31999999923232,117750661194.74,23.695
26,KO,2002-03-28T00:00:00Z,10.7363938790532,129851225027.159,26.13
27,KO,2002-04-30T00:00:00Z,6.21890547463351,137871299975.5,27.755
28,KO,2002-05-31T00:00:00Z,0.090073859901207,137995485978.0,27.78
29,KO,2002-06-28T00:00:00Z,1.16195109862232,139088322800.0,28.0
30,KO,2002-07-31T00:00:00Z,-10.8214285716562,123967435100.299,24.97
31,KO,2002-08-30T00:00:00Z,2.12254705490429,126598702245.0,25.5
32,KO,2002-09-30T00:00:00Z,-5.59272476069822,119052426660.2,23.98
33,KO,2002-10-31T00:00:00Z,-3.08590492188673,115229158435.439,23.24
34,KO,2002-11-29T00:00:00Z,-1.36886832990728,113146703764.92,22.82
35,KO,2002-12-31T00:00:00Z,-3.94390885294262,108684300899.52,21.92
36,KO,2003-01-31T00:00:00Z,-7.70985401312426,100304899963.38,20.23
37,KO,2003-02-28T00:00:00Z,-0.593178447240394,99385435209.04,20.11
38,KO,2003-03-31T00:00:00Z,1.22836881013029,100027906943.359,20.24
39,KO,2003-04-30T00:00:00Z,-0.197628460157728,99515836310.0,20.2
40,KO,2003-05-30T00:00:00Z,12.7970297033213,112250907441.75,22.785
41,KO,2003-06-30T00:00:00Z,2.32206861006583,114320048592.749,23.205
42,KO,2003-07-31T00:00:00Z,-3.10277957251059,110526340742.25,22.485
43,KO,2003-08-29T00:00:00Z,-3.22437180408204,106962560576.0,21.76
44,KO,2003-09-30T00:00:00Z,-0.798524781528209,105586204098.0,21.48
45,KO,2003-10-31T00:00:00Z,8.00744878976925,113750170348.8,23.2
46,KO,2003-11-28T00:00:00Z,0.687725719481125,113995321578.0,23.25
47,KO,2003-12-31T00:00:00Z,9.139784943647,124414248819.0,25.375
48,KO,2004-01-30T00:00:00Z,-2.97536945878559,120712465258.08,24.62
49,KO,2004-02-27T00:00:00Z,1.46222583050639,122165409573.88,24.98
50,KO,2004-03-31T00:00:00Z,1.20296319908162,122996799470.9,25.15
51,KO,2004-04-30T00:00:00Z,0.536779324671732,123172278938.8,25.285
52,KO,2004-05-28T00:00:00Z,1.54241645145736,125072108434.0,25.675
53,KO,2004-06-30T00:00:00Z,-1.21592820941747,122953067843.2,25.24
54,KO,2004-07-30T00:00:00Z,-13.1141045952734,106417075277.16,21.93
55,KO,2004-08-31T00:00:00Z,1.93798449611009,108479421697.26,22.355
56,KO,2004-09-30T00:00:00Z,-9.89949247133548,97172910735.2999,20.025
57,KO,2004-10-29T00:00:00Z,1.52309612938613,98374248121.2199,20.33
58,KO,2004-11-30T00:00:00Z,-2.71155498691423,95108010173.27,19.655
59,KO,2004-12-31T00:00:00Z,5.92724497611106,100745294927.88,20.82
60,KO,2005-01-31T00:00:00Z,-0.360230546499563,100382379600.33,20.745
61,KO,2005-02-28T00:00:00Z,3.15738732099358,103151828032.0,21.4
62,KO,2005-03-31T00:00:00Z,-1.99845556724612,100428426964.8,20.835
63,KO,2005-04-29T00:00:00Z,4.24766018656824,104593701474.0,21.72
64,KO,2005-05-31T00:00:00Z,2.73941068308774,107458952504.25,22.315
65,KO,2005-06-30T00:00:00Z,-5.85216048567015,100524563456.25,20.875
66,KO,2005-07-29T00:00:00Z,4.81437125652895,104439773455.519,21.88
67,KO,2005-08-31T00:00:00Z,0.548446071044273,105012569288.0,22.0
68,KO,2005-09-30T00:00:00Z,-1.21139591252866,102756359383.159,21.595
69,KO,2005-10-31T00:00:00Z,-0.949293815707408,101780899615.92,21.39
70,KO,2005-11-30T00:00:00Z,0.438659504080707,101566774301.159,21.345
71,KO,2005-12-30T00:00:00Z,-5.57507613110634,95904349310.84,20.155
72,KO,2006-01-31T00:00:00Z,2.65442818104471,98450061386.32,20.69
73,KO,2006-02-28T00:00:00Z,1.42580956928027,99380059876.59,20.985
74,KO,2006-03-31T00:00:00Z,0.489579659284933,99143271551.89,20.935
75,KO,2006-04-28T00:00:00Z,0.214951037248756,98848165887.96,20.98
76,KO,2006-05-31T00:00:00Z,4.93326977968294,103724612584.53,22.015
77,KO,2006-06-30T00:00:00Z,-1.58802024202906,101345283520.02,21.51
78,KO,2006-07-31T00:00:00Z,3.44026034317879,104238864310.5,22.25
79,KO,2006-08-31T00:00:00Z,0.696629214311439,104965022691.09,22.405
80,KO,2006-09-29T00:00:00Z,0.402781608768099,104660504660.52,22.34
81,KO,2006-10-31T00:00:00Z,4.56580125577499,109502146410.239,23.36
82,KO,2006-11-30T00:00:00Z,0.901675651635592,109759963963.86,23.415
83,KO,2006-12-29T00:00:00Z,3.03224428856521,113088154201.5,24.125
84,KO,2007-01-31T00:00:00Z,-0.766839378817696,112220949702.96,23.94
85,KO,2007-02-28T00:00:00Z,-2.50626566540965,108077667553.44,23.34
86,KO,2007-03-30T00:00:00Z,3.57067551395664,111133848384.0,24.0
87,KO,2007-04-30T00:00:00Z,8.72916666807362,120552116552.56,26.095
88,KO,2007-05-31T00:00:00Z,1.53286070136498,122400012571.76,26.495
89,KO,2007-06-29T00:00:00Z,-0.629762331818284,120829300955.44,26.155
90,KO,2007-07-31T00:00:00Z,-0.382336073332223,120367326950.64,26.055
91,KO,2007-08-31T00:00:00Z,3.2047591631549,124224809890.72,26.89
92,KO,2007-09-28T00:00:00Z,7.51194641909407,132748230279.28,28.735
93,KO,2007-10-31T00:00:00Z,7.46476422556417,142725922659.52,30.88
94,KO,2007-11-30T00:00:00Z,1.09325787252221,143511654746.7,31.05
95,KO,2007-12-31T00:00:00Z,-1.17552334928891,141824641735.99,30.685
96,KO,2008-01-31T00:00:00Z,-3.86182173813138,136347626893.0,29.5
97,KO,2008-02-29T00:00:00Z,-0.915254238739838,135861743975.32,29.23
98,KO,2008-03-31T00:00:00Z,4.7909435616031,141462612996.54,30.435
99,KO,2008-04-30T00:00:00Z,-3.28569081569691,136743592869.939,29.435
100,KO,2008-05-30T00:00:00Z,-2.73483947738881,133003875110.12,28.63
101,KO,2008-06-30T00:00:00Z,-8.61738685891807,120739459102.76,25.99
102,KO,2008-07-31T00:00:00Z,-0.923432090917586,119042145043.0,25.75
103,KO,2008-08-29T00:00:00Z,1.10679611737072,120359698881.34,26.035
104,KO,2008-09-30T00:00:00Z,2.26826909787292,122232012230.56,26.44
105,KO,2008-10-31T00:00:00Z,-16.6792738261797,101935243213.5,22.03
106,KO,2008-11-28T00:00:00Z,7.26844498520727,108436333395.75,23.435
107,KO,2008-12-31T00:00:00Z,-3.41369746122425,104664240000.0,22.635
108,KO,2009-01-30T00:00:00Z,-5.63286945254592,98768640000.0,21.36
109,KO,2009-02-27T00:00:00Z,-4.37734082483492,94553785917.7,20.425
110,KO,2009-03-31T00:00:00Z,8.70350762834737,101729226219.9,21.975
111,KO,2009-04-30T00:00:00Z,-2.04778156886332,99660664287.45,21.525
112,KO,2009-05-29T00:00:00Z,14.192799072433,113805302122.439,24.58
113,KO,2009-06-30T00:00:00Z,-1.55610133630255,111096754451.91,23.995
114,KO,2009-07-31T00:00:00Z,3.85496978325255,115501292234.72,24.92
115,KO,2009-08-31T00:00:00Z,-2.14686998440469,113021629660.66,24.385
116,KO,2009-09-30T00:00:00Z,10.9850965099485,124446617034.6,26.85
117,KO,2009-10-30T00:00:00Z,-0.726256982993134,123528944272.32,26.655
118,KO,2009-11-30T00:00:00Z,8.06629789613187,132542780198.4,28.6
119,KO,2009-12-31T00:00:00Z,-0.349650346495434,132079343904.0,28.5
120,KO,2010-01-29T00:00:00Z,-4.82456140285509,125707094856.0,27.125
121,KO,2010-02-26T00:00:00Z,-2.82027650067048,121526134011.36,26.36
122,KO,2010-03-31T00:00:00Z,5.1811315198353,126781816590.0,27.5
123,KO,2010-04-30T00:00:00Z,-2.81818181696619,123311855585.55,26.725
124,KO,2010-05-28T00:00:00Z,-3.83536014885951,118582401816.599,25.7
125,KO,2010-06-30T00:00:00Z,-1.65959899272973,115629377024.28,25.06
126,KO,2010-07-30T00:00:00Z,9.95610534556259,127274474186.64,27.555
127,KO,2010-08-31T00:00:00Z,1.40174197134002,129058533909.18,27.94125
128,KO,2010-09-30T00:00:00Z,5.51373921983889,135149741052.48,29.26
129,KO,2010-10-29T00:00:00Z,4.7846889959732,142387107833.04,30.66
130,KO,2010-11-30T00:00:00Z,3.73201719716403,146682870218.74,31.585
131,KO,2010-12-31T00:00:00Z,4.11587778963973,152720157895.94,32.885
132,KO,2011-01-31T00:00:00Z,-4.43971415534981,145939819427.7,31.425
133,KO,2011-02-28T00:00:00Z,1.70246618860563,146704610460.08,31.96
134,KO,2011-03-31T00:00:00Z,4.53863502894103,152258821306.66,33.17
135,KO,2011-04-29T00:00:00Z,1.68827253650716,154433106950.96,33.73
136,KO,2011-05-31T00:00:00Z,-0.963533946481698,152945091541.56,33.405
137,KO,2011-06-30T00:00:00Z,1.44538520132451,154043933690.04,33.645
138,KO,2011-07-29T00:00:00Z,1.06999554275911,156157499161.5,34.005
139,KO,2011-08-31T00:00:00Z,3.58770769198606,161759973767.5,35.225
140,KO,2011-09-30T00:00:00Z,-3.44992856463338,155124255894.0,33.78
141,KO,2011-10-31T00:00:00Z,1.12492599315319,155170584245.599,34.16
142,KO,2011-11-30T00:00:00Z,-0.89668500983684,152694941142.15,33.615
143,KO,2011-12-30T00:00:00Z,4.07556150456669,158918117383.85,34.985
144,KO,2012-01-31T00:00:00Z,-3.48720880262258,153376310803.65,33.765
145,KO,2012-02-29T00:00:00Z,3.45031837733814,158203149490.26,34.93
146,KO,2012-03-30T00:00:00Z,6.70955739505208,167601132175.41,37.005
147,KO,2012-04-30T00:00:00Z,3.12119983905315,172325543639.039,38.16
148,KO,2012-05-31T00:00:00Z,-2.08333333305432,168587112636.51,37.365
149,KO,2012-06-29T00:00:00Z,5.34443835297005,176392698207.53,39.095
150,KO,2012-07-31T00:00:00Z,3.33802276510737,181877697037.6,40.4
151,KO,2012-08-31T00:00:00Z,-7.42574257663947,168371927455.6,37.4
152,KO,2012-09-28T00:00:00Z,2.1058303713684,170757946748.42,37.93
153,KO,2012-10-31T00:00:00Z,-1.97732665383967,166758304793.08,37.18
154,KO,2012-11-30T00:00:00Z,2.68274365152232,170077324307.52,37.92
155,KO,2012-12-31T00:00:00Z,-4.40400844060948,162587104592.5,36.25
156,KO,2013-01-31T00:00:00Z,2.73103448441472,167027414483.44,37.24
157,KO,2013-02-28T00:00:00Z,3.97422126692772,172564120805.12,38.72
158,KO,2013-03-28T00:00:00Z,5.19995652392569,180229675758.24,40.44
159,KO,2013-04-30T00:00:00Z,4.67359050488671,188527461637.35,42.33
160,KO,2013-05-31T00:00:00Z,-5.52799433045527,178105674247.05,39.99
161,KO,2013-06-28T00:00:00Z,0.99539616394031,178640124882.45,40.11
162,KO,2013-07-31T00:00:00Z,-0.074794317530502,177680795245.919,40.08
163,KO,2013-08-30T00:00:00Z,-4.74051896136335,169257803455.32,38.18
164,KO,2013-09-30T00:00:00Z,-0.063067271491724,167927857383.12,37.88
165,KO,2013-10-31T00:00:00Z,4.46145723279638,174738062544.81,39.57
166,KO,2013-11-29T00:00:00Z,2.27445034137852,177475934639.27,40.19
167,KO,2013-12-31T00:00:00Z,2.786762876603,182421768100.23,41.31
168,KO,2014-01-31T00:00:00Z,-8.44831759841554,167010197762.06,37.82
169,KO,2014-02-28T00:00:00Z,1.00475938556384,168305118330.0,38.2
170,KO,2014-03-31T00:00:00Z,2.0065611726686,170331829179.0,38.66
171,KO,2014-04-30T00:00:00Z,5.50957061500594,179279508737.03,40.79
172,KO,2014-05-30T00:00:00Z,0.294189751950147,179806930679.87,40.91
173,KO,2014-06-30T00:00:00Z,4.32568758677374,186179945822.52,42.36
174,KO,2014-07-31T00:00:00Z,-7.24740321142424,172322947830.76,39.29
175,KO,2014-08-29T00:00:00Z,6.18477984093546,182980742771.68,41.72
176,KO,2014-09-30T00:00:00Z,2.99655344673446,187103511185.039,42.66
177,KO,2014-10-31T00:00:00Z,-1.82841068890076,183439126199.88,41.88
178,KO,2014-11-28T00:00:00Z,7.78108565337363,196360459110.33,44.83
179,KO,2014-12-31T00:00:00Z,-5.8219942002073,184928364569.22,42.22
180,KO,2015-01-30T00:00:00Z,-2.48697299829881,180329246075.67,41.17
181,KO,2015-02-27T00:00:00Z,5.17367014867851,189058348572.8,43.3
182,KO,2015-03-31T00:00:00Z,-5.5892902599176,177142384540.349,40.55
183,KO,2015-04-30T00:00:00Z,0.024660911215646,176788905299.76,40.56
184,KO,2015-05-29T00:00:00Z,0.986193293511972,178532385628.16,40.96
185,KO,2015-06-30T00:00:00Z,-3.43544824435107,170991833207.83,39.23
186,KO,2015-07-31T00:00:00Z,4.7157787412536,178698150188.479,41.08
187,KO,2015-08-31T00:00:00Z,-4.28432327052916,171042143753.92,39.32
188,KO,2015-09-30T00:00:00Z,2.91765681424314,174522146678.72,40.12
189,KO,2015-10-30T00:00:00Z,5.55832502346536,184179521356.6,42.35
190,KO,2015-11-30T00:00:00Z,1.40719408976073,185353747348.72,42.62
191,KO,2015-12-31T00:00:00Z,0.797747537522087,186832402301.76,42.96
192,KO,2016-01-29T00:00:00Z,-0.093109869528174,186658442895.52,42.92
193,KO,2016-02-29T00:00:00Z,0.489282384577128,186698975941.16,43.13
194,KO,2016-03-31T00:00:00Z,8.39140876616375,200810700067.48,46.39
195,KO,2016-04-29T00:00:00Z,-3.42746281760566,193813702790.4,44.8
196,KO,2016-05-31T00:00:00Z,-0.446428569735546,192948463045.8,44.6
197,KO,2016-06-30T00:00:00Z,2.4251771052626,196106588113.59,45.33
198,KO,2016-07-29T00:00:00Z,-3.75027575500659,188308364903.5,43.63
199,KO,2016-08-31T00:00:00Z,-0.45840018188511,187445159013.5,43.43
200,KO,2016-09-30T00:00:00Z,-1.74918000027761,182654366324.0,42.32
201,KO,2016-10-31T00:00:00Z,0.189035917447633,182869479238.4,42.4
202,KO,2016-11-30T00:00:00Z,-4.02548201466033,174027912435.6,40.35
203,KO,2016-12-30T00:00:00Z,2.75092936734225,178815297387.36,41.46
204,KO,2017-01-31T00:00:00Z,0.265315966477586,179289722923.12,41.57
205,KO,2017-02-28T00:00:00Z,0.938176566739357,180092932993.64,41.96
206,KO,2017-03-31T00:00:00Z,2.03434062731944,182153100005.96,42.44
207,KO,2017-04-28T00:00:00Z,1.67295004563166,184360932543.65,43.15
208,KO,2017-05-31T00:00:00Z,5.37659327935194,194273270052.37,45.47
209,KO,2017-06-30T00:00:00Z,-0.553065791372631,191624283304.35,44.85
210,KO,2017-07-31T00:00:00Z,2.20735785866042,195521543657.04,45.84
211,KO,2017-08-31T00:00:00Z,-0.632635253140712,194284605444.55,45.55
212,KO,2017-09-29T00:00:00Z,-0.392594332754359,191981341186.81,45.01
213,KO,2017-10-31T00:00:00Z,2.15507664965475,195905483189.68,45.98
214,KO,2017-11-30T00:00:00Z,0.34797738340695,195010743053.32,45.77
215,KO,2017-12-29T00:00:00Z,0.240332094897777,195479416458.08,45.88
216,KO,2018-01-31T00:00:00Z,3.72711421046081,202765157568.44,47.59
217,KO,2018-02-28T00:00:00Z,-9.18260138776489,184311668044.24,43.22
218,KO,2018-03-29T00:00:00Z,1.38103224938171,185207212937.56,43.43
219,KO,2018-04-30T00:00:00Z,-0.506562284237566,183869897118.84,43.21
220,KO,2018-05-31T00:00:00Z,-0.485998612193439,182976291972.0,43.0
221,KO,2018-06-29T00:00:00Z,2.91280403811949,186635817811.44,43.86
222,KO,2018-07-31T00:00:00Z,6.31554947375406,198313773703.61,46.63
223,KO,2018-08-31T00:00:00Z,-4.41775681158103,189552753462.79,44.57
224,KO,2018-09-28T00:00:00Z,4.51663337559713,196442487826.93,46.19
225,KO,2018-10-31T00:00:00Z,3.65880060645749,203801885436.24,47.88
226,KO,2018-11-30T00:00:00Z,6.10130880373778,214528300459.199,50.4
227,KO,2018-12-31T00:00:00Z,-6.05158730421935,201545933070.3,47.35
228,KO,2019-01-31T00:00:00Z,1.64730728434672,204866013910.74,48.13
229,KO,2019-02-28T00:00:00Z,-5.79680033147314,193835811256.36,45.34
230,KO,2019-03-29T00:00:00Z,4.2570647829254,200334056362.44,46.86
231,KO,2019-04-30T00:00:00Z,4.69483567723052,209295607345.66,49.06
232,KO,2019-05-31T00:00:00Z,0.142682428794161,209594235403.43,49.13
233,KO,2019-06-28T00:00:00Z,4.45421764364671,217230581452.12,50.92
234,KO,2019-07-31T00:00:00Z,3.35820895721899,225047324009.31,52.63
235,KO,2019-08-30T00:00:00Z,4.57913737433422,235352550132.48,55.04
236,KO,2019-09-30T00:00:00Z,-0.360961221143052,232786933670.28,54.44
237,KO,2019-10-31T00:00:00Z,-0.018368845068595,233204865650.11,54.43
238,KO,2019-11-29T00:00:00Z,-1.15744993590407,228791839531.8,53.4
239,KO,2019-12-31T00:00:00Z,3.65168539264211,237146597716.95,55.35
240,KO,2020-01-31T00:00:00Z,5.51038843971894,250214296416.8,58.4
241,KO,2020-02-28T00:00:00Z,-8.40753424963193,229654047037.35,53.49
242,KO,2020-03-31T00:00:00Z,-16.5744930021875,189983017038.75,44.25
243,KO,2020-04-30T00:00:00Z,3.70621468886523,197092564189.17,45.89
244,KO,2020-05-29T00:00:00Z,1.7215079516167,200485528358.04,46.68
245,KO,2020-06-30T00:00:00Z,-3.4238901675465,191895745652.04,44.68
246,KO,2020-07-31T00:00:00Z,5.72963294735889,202916534533.56,47.24
247,KO,2020-08-31T00:00:00Z,4.84758679087463,212753089658.07,49.53
248,KO,2020-09-30T00:00:00Z,0.482870674573666,212065819431.03,49.37
249,KO,2020-10-30T00:00:00Z,-2.65343325775111,206534707452.72,48.06
250,KO,2020-11-30T00:00:00Z,8.21889305053476,221747625979.2,51.6
251,KO,2020-12-31T00:00:00Z,6.27906976482884,235671314122.08,54.84
252,KO,2021-01-29T00:00:00Z,-12.1991247275092,206921476567.8,48.15
253,KO,2021-02-26T00:00:00Z,1.7445482903357,211113179007.24,48.99
254,KO,2021-03-31T00:00:00Z,8.49071011919136,227143818441.96,52.71
255,KO,2021-04-30T00:00:00Z,2.40940997787591,232744522404.659,53.98
256,KO,2021-05-28T00:00:00Z,2.42682475079996,238392824078.43,55.29
257,KO,2021-06-30T00:00:00Z,-1.39426205303658,233305040891.37,54.11
258,KO,2021-07-30T00:00:00Z,5.39641471096599,246176764632.09,57.03
259,KO,2021-08-31T00:00:00Z,-1.26249342448314,243068799165.93,56.31
260,KO,2021-09-30T00:00:00Z,-6.11664789914231,226492983346.41,52.47
261,KO,2021-10-29T00:00:00Z,7.43281875344215,243485718703.319,56.37
262,KO,2021-11-30T00:00:00Z,-6.20897640659617,226553591378.2,52.45
263,KO,2021-12-31T00:00:00Z,12.8884652073343,255752872173.56,59.21
264,KO,2022-01-31T00:00:00Z,3.04002702007413,263527828598.36,61.01
265,KO,2022-02-28T00:00:00Z,2.01606293974399,269810083820.8,62.24
266,KO,2022-03-31T00:00:00Z,0.363120418618768,268769685040.0,62.0
267,KO,2022-04-29T00:00:00Z,4.20967741618645,280086206051.47,64.61
268,KO,2022-05-31T00:00:00Z,-1.90373007361426,274754120717.26,63.38
269,KO,2022-06-30T00:00:00Z,-0.004200854901637,272716657215.569,62.91
270,KO,2022-07-29T00:00:00Z,2.00286122883366,277511454095.58,64.17
271,KO,2022-08-31T00:00:00Z,-3.83356708561621,266872866327.54,61.71
272,KO,2022-09-30T00:00:00Z,-8.54957579265707,242230480000.0,56.02
273,KO,2022-10-31T00:00:00Z,6.83684398311186,258822118850.4,59.85
274,KO,2022-11-30T00:00:00Z,7.01754385645583,275082288723.04,63.61
275,KO,2022-12-30T00:00:00Z,-9.67548e-10,275082288723.04,63.61
276,KO,2023-01-31T00:00:00Z,-3.60006288338758,265392960000.0,61.32
277,KO,2023-02-28T00:00:00Z,-2.95172863897927,257458442744.91,59.51
278,KO,2023-03-31T00:00:00Z,5.02973844235288,268279750000.0,62.03
279,KO,2023-04-28T00:00:00Z,3.41770111261335,277421690824.35,64.15
280,KO,2023-05-31T00:00:00Z,-6.99922057381851,258004334755.74,59.66
281,KO,2023-06-30T00:00:00Z,1.69696985464343,260391280000.0,60.22
282,KO,2023-07-31T00:00:00Z,2.83958817710108,267806674207.16,61.93
283,KO,2023-08-31T00:00:00Z,-3.390925239,258725550101.96,59.83
284,KO,2023-09-29T00:00:00Z,-5.69866989539372,242076822575.76,55.98
285,KO,2023-10-31T00:00:00Z,0.911039659421342,244229646126.9,56.49
286,KO,2023-11-30T00:00:00Z,4.26624181260133,252660303056.4,58.44
287,KO,2023-12-29T00:00:00Z,0.838466803994642,254778775823.3,58.93
288,KO,2024-01-31T00:00:00Z,0.950279992003389,256282920000.0,59.49
